cat_id,cat_parent,category,count_requests,timebank,timestamp
67,8,Miscellaneous,1,atx,2019-01-21 15:45:29
10,is_parent,Business Services,1,atx,2019-01-21 15:45:29
81,10,Miscellaneous,1,atx,2019-01-21 15:45:29
4,is_parent,Community Activities,0,atx,2019-01-21 15:45:29
3,is_parent,Companionship,0,atx,2019-01-21 15:45:29
7,is_parent,Education,3,atx,2019-01-21 15:45:29
55,7,Classes / Workshops,2,atx,2019-01-21 15:45:29
56,7,Computers / Technology,1,atx,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,atx,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,avl,2019-01-21 15:45:29
10,is_parent,Business Services,0,avl,2019-01-21 15:45:29
4,is_parent,Community Activities,0,avl,2019-01-21 15:45:29
3,is_parent,Companionship,0,avl,2019-01-21 15:45:29
7,is_parent,Education,0,avl,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,bc-historyofmoney,2019-01-21 15:45:29
10,is_parent,Business Services,0,bc-historyofmoney,2019-01-21 15:45:29
4,is_parent,Community Activities,0,bc-historyofmoney,2019-01-21 15:45:29
3,is_parent,Companionship,0,bc-historyofmoney,2019-01-21 15:45:29
7,is_parent,Education,0,bc-historyofmoney,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,blackhills,2019-01-21 15:45:29
10,is_parent,Business Services,0,blackhills,2019-01-21 15:45:29
4,is_parent,Community Activities,0,blackhills,2019-01-21 15:45:29
3,is_parent,Companionship,0,blackhills,2019-01-21 15:45:29
7,is_parent,Education,0,blackhills,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",12,brattleboro,2019-01-21 15:45:29
61,8,Classes,1,brattleboro,2019-01-21 15:45:29
6,8,Crafts,3,brattleboro,2019-01-21 15:45:29
63,8,Entertainment,4,brattleboro,2019-01-21 15:45:29
64,8,Lessons,4,brattleboro,2019-01-21 15:45:29
67,8,Miscellaneous,3,brattleboro,2019-01-21 15:45:29
10,is_parent,Business Services,12,brattleboro,2019-01-21 15:45:29
75,10,Clerical,2,brattleboro,2019-01-21 15:45:29
76,10,Computer Support,4,brattleboro,2019-01-21 15:45:29
77,10,Financial,1,brattleboro,2019-01-21 15:45:29
78,10,Legal,1,brattleboro,2019-01-21 15:45:29
79,10,Marketing,3,brattleboro,2019-01-21 15:45:29
81,10,Miscellaneous,2,brattleboro,2019-01-21 15:45:29
13,10,Writing and editing,1,brattleboro,2019-01-21 15:45:29
4,is_parent,Community Activities,18,brattleboro,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,brattleboro,2019-01-21 15:45:29
10,4,Co-op Hours,4,brattleboro,2019-01-21 15:45:29
34,4,Community Service,12,brattleboro,2019-01-21 15:45:29
47,4,Group Projects,1,brattleboro,2019-01-21 15:45:29
39,4,Miscellaneous,2,brattleboro,2019-01-21 15:45:29
37,4,Special Projects,1,brattleboro,2019-01-21 15:45:29
38,4,Work For Social Change,8,brattleboro,2019-01-21 15:45:29
3,is_parent,Companionship,1,brattleboro,2019-01-21 15:45:29
9,3,Home Visits,1,brattleboro,2019-01-21 15:45:29
7,is_parent,Education,12,brattleboro,2019-01-21 15:45:29
55,7,Classes / Workshops,2,brattleboro,2019-01-21 15:45:29
56,7,Computers / Technology,2,brattleboro,2019-01-21 15:45:29
57,7,Languages / Translation,5,brattleboro,2019-01-21 15:45:29
60,7,Miscellaneous,2,brattleboro,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,5,brattleboro,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",5,bridge2rocks,2019-01-21 15:45:29
61,8,Classes,1,bridge2rocks,2019-01-21 15:45:29
6,8,Crafts,2,bridge2rocks,2019-01-21 15:45:29
67,8,Miscellaneous,1,bridge2rocks,2019-01-21 15:45:29
65,8,Photo & Video,1,bridge2rocks,2019-01-21 15:45:29
10,is_parent,Business Services,4,bridge2rocks,2019-01-21 15:45:29
75,10,Clerical,2,bridge2rocks,2019-01-21 15:45:29
76,10,Computer Support,2,bridge2rocks,2019-01-21 15:45:29
81,10,Miscellaneous,2,bridge2rocks,2019-01-21 15:45:29
4,is_parent,Community Activities,18,bridge2rocks,2019-01-21 15:45:29
33,4,Clean-up / Recycling,2,bridge2rocks,2019-01-21 15:45:29
34,4,Community Service,14,bridge2rocks,2019-01-21 15:45:29
154,4,Group Projects,3,bridge2rocks,2019-01-21 15:45:29
36,4,Help Our TimeBank!,4,bridge2rocks,2019-01-21 15:45:29
37,4,Special Projects,3,bridge2rocks,2019-01-21 15:45:29
38,4,Work For Social Change,2,bridge2rocks,2019-01-21 15:45:29
3,is_parent,Companionship,0,bridge2rocks,2019-01-21 15:45:29
7,is_parent,Education,3,bridge2rocks,2019-01-21 15:45:29
54,7,Advocacy,1,bridge2rocks,2019-01-21 15:45:29
57,7,Languages / Translation,1,bridge2rocks,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,bridge2rocks,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",8,capeann,2019-01-21 15:45:29
61,8,Classes,2,capeann,2019-01-21 15:45:29
6,8,Crafts,3,capeann,2019-01-21 15:45:29
64,8,Lessons,1,capeann,2019-01-21 15:45:29
10,8,Music,1,capeann,2019-01-21 15:45:29
65,8,Photo & Video,3,capeann,2019-01-21 15:45:29
10,is_parent,Business Services,15,capeann,2019-01-21 15:45:29
75,10,Clerical,1,capeann,2019-01-21 15:45:29
76,10,Computer Support,8,capeann,2019-01-21 15:45:29
77,10,Financial,2,capeann,2019-01-21 15:45:29
78,10,Legal,2,capeann,2019-01-21 15:45:29
79,10,Marketing,4,capeann,2019-01-21 15:45:29
81,10,Miscellaneous,2,capeann,2019-01-21 15:45:29
4,is_parent,Community Fund Activities,9,capeann,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,capeann,2019-01-21 15:45:29
34,4,Community Service,1,capeann,2019-01-21 15:45:29
108,4,Elder Care Services,1,capeann,2019-01-21 15:45:29
86,4,Group Projects,2,capeann,2019-01-21 15:45:29
39,4,Miscellaneous,1,capeann,2019-01-21 15:45:29
37,4,Special Projects,2,capeann,2019-01-21 15:45:29
38,4,Work For Social Change,2,capeann,2019-01-21 15:45:29
3,is_parent,Companionship,3,capeann,2019-01-21 15:45:29
9,3,Home Visits,1,capeann,2019-01-21 15:45:29
30,3,Medical Errands,2,capeann,2019-01-21 15:45:29
3,3,Miscellaneous,1,capeann,2019-01-21 15:45:29
7,is_parent,Education,9,capeann,2019-01-21 15:45:29
55,7,Classes / Workshops,1,capeann,2019-01-21 15:45:29
56,7,Computers / Technology,3,capeann,2019-01-21 15:45:29
57,7,Languages / Translation,2,capeann,2019-01-21 15:45:29
60,7,Miscellaneous,2,capeann,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,2,capeann,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,care,2019-01-21 15:45:29
10,is_parent,Business Services,0,care,2019-01-21 15:45:29
4,is_parent,Community Activities,0,care,2019-01-21 15:45:29
3,is_parent,Companionship,1,care,2019-01-21 15:45:29
7,3,Dining Out,1,care,2019-01-21 15:45:29
7,is_parent,Education,0,care,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,centraliowa,2019-01-21 15:45:29
10,is_parent,Business Services,0,centraliowa,2019-01-21 15:45:29
4,is_parent,Community Activities,0,centraliowa,2019-01-21 15:45:29
3,is_parent,Companionship,0,centraliowa,2019-01-21 15:45:29
7,is_parent,Education,0,centraliowa,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,changexchange,2019-01-21 15:45:29
10,is_parent,Business Services,0,changexchange,2019-01-21 15:45:29
4,is_parent,Community Activities,0,changexchange,2019-01-21 15:45:29
3,is_parent,Companionship,0,changexchange,2019-01-21 15:45:29
7,is_parent,Education,0,changexchange,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,choptank,2019-01-21 15:45:29
64,8,Lessons,1,choptank,2019-01-21 15:45:29
10,is_parent,Business Services,1,choptank,2019-01-21 15:45:29
75,10,Clerical,1,choptank,2019-01-21 15:45:29
4,is_parent,Community Activities,1,choptank,2019-01-21 15:45:29
35,4,Fund-raising,1,choptank,2019-01-21 15:45:29
3,is_parent,Companionship,0,choptank,2019-01-21 15:45:29
7,is_parent,Education,2,choptank,2019-01-21 15:45:29
57,7,Languages / Translation,1,choptank,2019-01-21 15:45:29
60,7,Miscellaneous,1,choptank,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,circlenomic,2019-01-21 15:45:29
10,is_parent,Business Services,0,circlenomic,2019-01-21 15:45:29
4,is_parent,Community Activities,0,circlenomic,2019-01-21 15:45:29
3,is_parent,Companionship,0,circlenomic,2019-01-21 15:45:29
7,is_parent,Education,0,circlenomic,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,citypark,2019-01-21 15:45:29
10,is_parent,Business Services,0,citypark,2019-01-21 15:45:29
4,is_parent,Community Activities,0,citypark,2019-01-21 15:45:29
3,is_parent,Companionship,0,citypark,2019-01-21 15:45:29
7,is_parent,Education,0,citypark,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,columbia,2019-01-21 15:45:29
10,is_parent,Business Services,6,columbia,2019-01-21 15:45:29
76,10,Computer/IT Support,4,columbia,2019-01-21 15:45:29
77,10,Financial,1,columbia,2019-01-21 15:45:29
78,10,Legal,1,columbia,2019-01-21 15:45:29
79,10,Marketing,1,columbia,2019-01-21 15:45:29
80,10,Research,1,columbia,2019-01-21 15:45:29
326,10,Writing/Editing/Proofreading,1,columbia,2019-01-21 15:45:29
4,is_parent,Community Activities,3,columbia,2019-01-21 15:45:29
36,4,Help Our TimeBank!,2,columbia,2019-01-21 15:45:29
37,4,Special Projects,1,columbia,2019-01-21 15:45:29
3,is_parent,Companionship/Socializing,0,columbia,2019-01-21 15:45:29
7,is_parent,Education,5,columbia,2019-01-21 15:45:29
56,7,Computers / Technology,2,columbia,2019-01-21 15:45:29
60,7,Miscellaneous,1,columbia,2019-01-21 15:45:29
58,7,Personal Finances,1,columbia,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,2,columbia,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,communityskillexchange,2019-01-21 15:45:29
10,is_parent,Business Services,1,communityskillexchange,2019-01-21 15:45:29
79,10,Marketing,1,communityskillexchange,2019-01-21 15:45:29
80,10,Research,1,communityskillexchange,2019-01-21 15:45:29
4,is_parent,Community Activities,7,communityskillexchange,2019-01-21 15:45:29
34,4,Community Service,3,communityskillexchange,2019-01-21 15:45:29
36,4,Help Our TimeBank!,3,communityskillexchange,2019-01-21 15:45:29
39,4,Miscellaneous,1,communityskillexchange,2019-01-21 15:45:29
3,is_parent,Companionship,0,communityskillexchange,2019-01-21 15:45:29
7,is_parent,Education,2,communityskillexchange,2019-01-21 15:45:29
60,7,Miscellaneous,1,communityskillexchange,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,communityskillexchange,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,cris,2019-01-21 15:45:29
10,is_parent,Business Services,1,cris,2019-01-21 15:45:29
76,10,Computer Support,1,cris,2019-01-21 15:45:29
4,is_parent,Community Activities,12,cris,2019-01-21 15:45:29
34,4,Community Service,3,cris,2019-01-21 15:45:29
36,4,Help Our TimeBank!,7,cris,2019-01-21 15:45:29
39,4,Miscellaneous,1,cris,2019-01-21 15:45:29
37,4,Special Projects,1,cris,2019-01-21 15:45:29
3,is_parent,Companionship,1,cris,2019-01-21 15:45:29
31,3,Telephone Calls,1,cris,2019-01-21 15:45:29
7,is_parent,Education,2,cris,2019-01-21 15:45:29
55,7,Classes / Workshops,1,cris,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,2,cris,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",16,crookedriver,2019-01-21 15:45:29
61,8,Classes,2,crookedriver,2019-01-21 15:45:29
6,8,Crafts,2,crookedriver,2019-01-21 15:45:29
63,8,Entertainment,1,crookedriver,2019-01-21 15:45:29
64,8,Lessons,3,crookedriver,2019-01-21 15:45:29
67,8,Miscellaneous,7,crookedriver,2019-01-21 15:45:29
65,8,Photo & Video,2,crookedriver,2019-01-21 15:45:29
66,8,Theater,1,crookedriver,2019-01-21 15:45:29
10,is_parent,Business Services,13,crookedriver,2019-01-21 15:45:29
88,10,Business Networking,1,crookedriver,2019-01-21 15:45:29
75,10,Clerical,1,crookedriver,2019-01-21 15:45:29
76,10,Computer Support,3,crookedriver,2019-01-21 15:45:29
79,10,Marketing,6,crookedriver,2019-01-21 15:45:29
81,10,Miscellaneous,5,crookedriver,2019-01-21 15:45:29
4,is_parent,Community Activities,99,crookedriver,2019-01-21 15:45:29
33,4,Clean-up / Recycling,4,crookedriver,2019-01-21 15:45:29
34,4,Community Service,9,crookedriver,2019-01-21 15:45:29
90,4,Donation of time credits,2,crookedriver,2019-01-21 15:45:29
35,4,Fund-raising,4,crookedriver,2019-01-21 15:45:29
86,4,Group Projects,3,crookedriver,2019-01-21 15:45:29
36,4,Help Our TimeBank!,65,crookedriver,2019-01-21 15:45:29
39,4,Miscellaneous,10,crookedriver,2019-01-21 15:45:29
37,4,Special Projects,5,crookedriver,2019-01-21 15:45:29
38,4,Work For Social Change,9,crookedriver,2019-01-21 15:45:29
3,is_parent,Companionship,2,crookedriver,2019-01-21 15:45:29
3,3,Miscellaneous,2,crookedriver,2019-01-21 15:45:29
7,is_parent,Education,14,crookedriver,2019-01-21 15:45:29
54,7,Advocacy,2,crookedriver,2019-01-21 15:45:29
55,7,Classes / Workshops,4,crookedriver,2019-01-21 15:45:29
56,7,Computers / Technology,3,crookedriver,2019-01-21 15:45:29
60,7,Miscellaneous,3,crookedriver,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,5,crookedriver,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",2,cse,2019-01-21 15:45:29
128,8,"Audio - recording, editing, podcasts, or other",2,cse,2019-01-21 15:45:29
127,8,"Video - watch screen, critique, shoot, edit (equip not nec req)",1,cse,2019-01-21 15:45:29
10,is_parent,Business Services,6,cse,2019-01-21 15:45:29
76,10,Computer Support,2,cse,2019-01-21 15:45:29
138,10,Data Entry - a super super important job,2,cse,2019-01-21 15:45:29
81,10,Miscellaneous,1,cse,2019-01-21 15:45:29
147,10,"Phone Calls for Business, Research, Medical Necessity, etc.",1,cse,2019-01-21 15:45:29
80,10,Research,2,cse,2019-01-21 15:45:29
129,is_parent,Care for Animals,1,cse,2019-01-21 15:45:29
13,129,"Grooming, Trimming hair or nails",1,cse,2019-01-21 15:45:29
130,129,"Pet sitting, feeding, play, petting, etc.",1,cse,2019-01-21 15:45:29
4,is_parent,Community Activities,22,cse,2019-01-21 15:45:29
34,4,Community Service,5,cse,2019-01-21 15:45:29
145,4,Help our CSE Timebank!,14,cse,2019-01-21 15:45:29
140,4,Help the TimeBanks.org intl network (formerly called TBUSA),1,cse,2019-01-21 15:45:29
121,4,Help Yourself! :-),1,cse,2019-01-21 15:45:29
110,4,"Helping Host an Event (labor, logistical help, etc.)",1,cse,2019-01-21 15:45:29
146,4,Helping the world timebanking movement,1,cse,2019-01-21 15:45:29
109,4,Hosting an Event (physical location),2,cse,2019-01-21 15:45:29
37,4,Special Projects,2,cse,2019-01-21 15:45:29
38,4,Work For Social Change,5,cse,2019-01-21 15:45:29
3,is_parent,Companionship,0,cse,2019-01-21 15:45:29
7,is_parent,Education,4,cse,2019-01-21 15:45:29
60,7,Miscellaneous,3,cse,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,cse,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,danvilledollars,2019-01-21 15:45:29
10,is_parent,Business Services,0,danvilledollars,2019-01-21 15:45:29
4,is_parent,Community Activities,0,danvilledollars,2019-01-21 15:45:29
3,is_parent,Companionship,0,danvilledollars,2019-01-21 15:45:29
7,is_parent,Education,0,danvilledollars,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",4,dc,2019-01-21 15:45:29
61,8,Classes,2,dc,2019-01-21 15:45:29
6,8,Crafts,2,dc,2019-01-21 15:45:29
10,is_parent,Business Services,4,dc,2019-01-21 15:45:29
76,10,Computer Support,2,dc,2019-01-21 15:45:29
77,10,Financial,1,dc,2019-01-21 15:45:29
79,10,Marketing,1,dc,2019-01-21 15:45:29
4,is_parent,Community Activities,1,dc,2019-01-21 15:45:29
36,4,Help Our TimeBank!,1,dc,2019-01-21 15:45:29
3,is_parent,Companionship,0,dc,2019-01-21 15:45:29
7,is_parent,Education,1,dc,2019-01-21 15:45:29
56,7,Computers / Technology,1,dc,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,democw3,2019-01-21 15:45:29
10,is_parent,Business Services,0,democw3,2019-01-21 15:45:29
4,is_parent,Community Activities,0,democw3,2019-01-21 15:45:29
3,is_parent,Companionship,0,democw3,2019-01-21 15:45:29
7,is_parent,Education,0,democw3,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,denton,2019-01-21 15:45:29
10,is_parent,Business Services,0,denton,2019-01-21 15:45:29
4,is_parent,Community Activities,0,denton,2019-01-21 15:45:29
3,is_parent,Companionship,0,denton,2019-01-21 15:45:29
7,is_parent,Education,0,denton,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,dhe,2019-01-21 15:45:29
10,is_parent,Business Services,0,dhe,2019-01-21 15:45:29
4,is_parent,Community Activities,0,dhe,2019-01-21 15:45:29
3,is_parent,Companionship,0,dhe,2019-01-21 15:45:29
7,is_parent,Education,0,dhe,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,dunedin,2019-01-21 15:45:29
10,is_parent,Business Services,9,dunedin,2019-01-21 15:45:29
76,10,IT Support,5,dunedin,2019-01-21 15:45:29
79,10,Marketing,2,dunedin,2019-01-21 15:45:29
80,10,Research,1,dunedin,2019-01-21 15:45:29
178,10,Website Design,2,dunedin,2019-01-21 15:45:29
4,is_parent,Community Activities,2,dunedin,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,dunedin,2019-01-21 15:45:29
181,4,Sustainability,1,dunedin,2019-01-21 15:45:29
38,4,Work For Social Change,1,dunedin,2019-01-21 15:45:29
3,is_parent,Companionship,0,dunedin,2019-01-21 15:45:29
7,is_parent,Education,3,dunedin,2019-01-21 15:45:29
55,7,Classes / Workshops,1,dunedin,2019-01-21 15:45:29
56,7,Computers / Technology (IT),1,dunedin,2019-01-21 15:45:29
60,7,Miscellaneous,1,dunedin,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,3,dunedin,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,eann,2019-01-21 15:45:29
10,is_parent,Business Services,0,eann,2019-01-21 15:45:29
4,is_parent,Community Activities,0,eann,2019-01-21 15:45:29
3,is_parent,Companionship,0,eann,2019-01-21 15:45:29
7,is_parent,Education,0,eann,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,earn,2019-01-21 15:45:29
166,8,Graphic Arts,1,earn,2019-01-21 15:45:29
10,is_parent,Business Services,0,earn,2019-01-21 15:45:29
4,is_parent,Community Activities,4,earn,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,earn,2019-01-21 15:45:29
34,4,Community Service,2,earn,2019-01-21 15:45:29
39,4,Miscellaneous,2,earn,2019-01-21 15:45:29
37,4,Special Projects,1,earn,2019-01-21 15:45:29
3,is_parent,Companionship,0,earn,2019-01-21 15:45:29
7,is_parent,Education,1,earn,2019-01-21 15:45:29
55,7,Classes / Workshops,1,earn,2019-01-21 15:45:29
89,is_parent,Accommodation and Hospitality,0,eastbay,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,eastbay,2019-01-21 15:45:29
67,8,Miscellaneous,1,eastbay,2019-01-21 15:45:29
10,is_parent,Business Services,2,eastbay,2019-01-21 15:45:29
76,10,Computer Support,1,eastbay,2019-01-21 15:45:29
81,10,Miscellaneous,1,eastbay,2019-01-21 15:45:29
4,is_parent,Community Activities,3,eastbay,2019-01-21 15:45:29
36,4,Help Our TimeBank!,2,eastbay,2019-01-21 15:45:29
39,4,Miscellaneous,2,eastbay,2019-01-21 15:45:29
3,is_parent,Companionship,0,eastbay,2019-01-21 15:45:29
7,is_parent,Education,1,eastbay,2019-01-21 15:45:29
60,7,Miscellaneous,1,eastbay,2019-01-21 15:45:29
91,is_parent,Goods Trading,0,eastbay,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,engaging,2019-01-21 15:45:29
10,is_parent,Business Services,0,engaging,2019-01-21 15:45:29
4,is_parent,Community Activities,0,engaging,2019-01-21 15:45:29
3,is_parent,Companionship,0,engaging,2019-01-21 15:45:29
7,is_parent,Education,0,engaging,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,fablabchch,2019-01-21 15:45:29
10,is_parent,Business Services,0,fablabchch,2019-01-21 15:45:29
4,is_parent,Community Activities,0,fablabchch,2019-01-21 15:45:29
3,is_parent,Companionship,0,fablabchch,2019-01-21 15:45:29
7,is_parent,Education,0,fablabchch,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,fairbanks,2019-01-21 15:45:29
10,is_parent,Business Services,0,fairbanks,2019-01-21 15:45:29
4,is_parent,Community Activities,1,fairbanks,2019-01-21 15:45:29
33,4,Clean-up / Recycling,1,fairbanks,2019-01-21 15:45:29
3,is_parent,Companionship,0,fairbanks,2019-01-21 15:45:29
7,is_parent,Education,0,fairbanks,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,farmster,2019-01-21 15:45:29
10,is_parent,Business Services,0,farmster,2019-01-21 15:45:29
4,is_parent,Community Activities,0,farmster,2019-01-21 15:45:29
3,is_parent,Companionship,0,farmster,2019-01-21 15:45:29
7,is_parent,Education,0,farmster,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,farnorth,2019-01-21 15:45:29
10,is_parent,Business Services,0,farnorth,2019-01-21 15:45:29
4,is_parent,Community Activities,0,farnorth,2019-01-21 15:45:29
3,is_parent,Companionship,0,farnorth,2019-01-21 15:45:29
7,is_parent,Education,0,farnorth,2019-01-21 15:45:29
88,is_parent,Counseling,0,flourish,2019-01-21 15:45:29
7,is_parent,Education,0,flourish,2019-01-21 15:45:29
9,is_parent,Medical services,0,flourish,2019-01-21 15:45:29
5,is_parent,Wellness,0,flourish,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,frederick,2019-01-21 15:45:29
67,8,Miscellaneous,1,frederick,2019-01-21 15:45:29
10,is_parent,Business Services,2,frederick,2019-01-21 15:45:29
76,10,Computer Support,1,frederick,2019-01-21 15:45:29
79,10,Marketing,1,frederick,2019-01-21 15:45:29
4,is_parent,Community Activities,0,frederick,2019-01-21 15:45:29
3,is_parent,Companionship,1,frederick,2019-01-21 15:45:29
30,3,Medical Errands,1,frederick,2019-01-21 15:45:29
7,is_parent,Education,1,frederick,2019-01-21 15:45:29
59,7,Tutoring / Mentoring,1,frederick,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,galesburgil,2019-01-21 15:45:29
10,is_parent,Business Services,0,galesburgil,2019-01-21 15:45:29
4,is_parent,Community Activities,0,galesburgil,2019-01-21 15:45:29
3,is_parent,Companionship,0,galesburgil,2019-01-21 15:45:29
7,is_parent,Education,0,galesburgil,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,gct,2019-01-21 15:45:29
10,is_parent,Business Services,0,gct,2019-01-21 15:45:29
4,is_parent,Community Activities,0,gct,2019-01-21 15:45:29
3,is_parent,Companionship,0,gct,2019-01-21 15:45:29
7,is_parent,Education,0,gct,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,ghoodcalgary,2019-01-21 15:45:29
10,is_parent,Business Services,0,ghoodcalgary,2019-01-21 15:45:29
4,is_parent,Community Activities,0,ghoodcalgary,2019-01-21 15:45:29
3,is_parent,Companionship,0,ghoodcalgary,2019-01-21 15:45:29
7,is_parent,Education,0,ghoodcalgary,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",0,globetable,2019-01-21 15:45:29
10,is_parent,Business Services,0,globetable,2019-01-21 15:45:29
4,is_parent,Community Activities,0,globetable,2019-01-21 15:45:29
3,is_parent,Companionship,0,globetable,2019-01-21 15:45:29
7,is_parent,Education,0,globetable,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",1,goodneighborstb,2019-01-21 15:45:29
6,8,Crafts,1,goodneighborstb,2019-01-21 15:45:29
10,is_parent,Business Services,0,goodneighborstb,2019-01-21 15:45:29
4,is_parent,Community Activities,4,goodneighborstb,2019-01-21 15:45:29
86,4,Group Projects,2,goodneighborstb,2019-01-21 15:45:29
36,4,Help Our TimeBank!,3,goodneighborstb,2019-01-21 15:45:29
3,is_parent,Companionship,1,goodneighborstb,2019-01-21 15:45:29
6,3,Clubs,1,goodneighborstb,2019-01-21 15:45:29
7,is_parent,Education,0,goodneighborstb,2019-01-21 15:45:29
8,is_parent,"Arts, Crafts & Music",2,greatbay,2019-01-21 15:45:29
6,8,Crafts,2,greatbay,2019-01-21 15:45:29
10,is_parent,Business Services,0,greatbay,2019-01-21 15:45:29
4,is_parent,Community Activities,0,greatbay,2019-01-21 15:45:29
3,is_parent,Companionship,0,greatbay,2019-01-21 15:45:29
7,is_parent,Education,0,greatbay,2019-01-21 15:45:29
